id,userid,yearReg,companyName,companyWebsite,contactName,contactEmail,contactPhone,companyAddress1,companyAddress2,companyCity,companyState,companyZip,additionalContactInfo,previousAttendance,industry,majors,positionsAvailable,degreesNeeded,companyRegLocations,onlineEmpApplication,applicationHiringPolicy,numberRepsAttending,preferableDateofAttendance,attendingReception,companyProfile,paymentAddress1,paymentAddress2,paymentCity,paymentState,paymentZip,eligibleForDiscount,sponsorshipClass,dateCreated,dateModified,Building
80,133,2013,Intel Corporation,www.intel.com/jobs,Janice Clemson,janice.r.clemson@intel.com,503-613-1956,3100 NE Shute Rd.,MS: RS5-103,Hillsboro,Oregon,97124,Cath Jensen - catherine.h.jensen@intel.com,Yes,Computer Hardware,CHEME:CE:CS:EE:EP:IOE:MSE:ME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Southwest:Northwest:,www.intel.com/jobs,1,8,Monday September 23,Yes,"At Intel, our vision is to create and extend computing technology to connect and enrich the lives of every person on earth.  This translates into a world of opportunities with global impact for you.",3100 NE Shute Rd.,MS: RS5-103,Hillsboro,Oregon,97124,,Gold,5/2/2013 10:03,5/2/2013 10:03,EECS
55,105,2013,Intrepid Control Systems,www.intrepidcs.com,April McLeod,hrdpt@intrepidcs.com,586-731-7950,31601 Research Park,,Madison Heights,Michigan,48071,,Yes,Automotive & Transport Equipment,CE:CS:EE:IOE:ME:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,,1,1,Monday September 23,No,"Intrepid Control Systems (ICS) is a privately held company located in suburban Detroit, Michigan. ICS focuses on providing high technology computer software and hardware services and products.
ICS was founded on July 8, 1994. ICS was legally incorporated in the State of Michigan on June 18, 1996.ICS's service business is highly automotive-oriented.",,,,none,,,,5/1/2013 11:30,5/1/2013 11:30,EECS
231,284,2013,IXL Learning,www.ixl.com,Jessica Arreygue,jobs@ixl.com,650-372-4332,"777 Mariners Island Blvd., Ste 600",,San Mateo,California,94404,,No,Computer Software,CE:CS:EE:EP:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:,"We are looking for amazingly talented engineers/product developers to join our team, so come check out our booth at the SWE/TBP Career Fair! To see a full list of our active positions, check out our career site at www.ixl.com/jobs.",1,3,Tuesday September 24,Yes,"IXL Learning was founded in 1998 to advance education through Web-based technologies, creating transformative products for K-12 students in this critical area of need. Our IXL product (located at IXL.com) is the world's most popular subscription-based learning site for K-12. Our other products include Quia Web (the original 'create-your-own' website for teachers) and Quia Books (the leading online platform for world-languages courses).",,,,none,,,,7/3/2013 14:31,7/17/2013 11:15,EECS
134,184,2013,John Deere,www.JohnDeere.com,Kristen Ballheim,BallheimKristenA@JohnDeere.com,309-765-4977,One John Deere Place,,Moline,Illinois,61265,,Yes,Manufacturing,AERO:AUTO:CIVIL:CE:CS:EE:ENV:IOE:MFE:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,"From www.JohnDeere.jobs 
•United States
•Students (left navigation)
•College (left navigation)
•Intern Opportunities (tab in body of page)
•Intern Opportunities (last paragraph of page)
•Apply to the internship that applies to your major",2,6,Monday September 23,Yes,"John Deere is the world's leading provider of advanced products and services for agriculture and forestry and a major provider of advanced products and services for construction, lawn and turf care, landscaping and irrigation. John Deere also provides financial services worldwide and manufactures and markets engines used in heavy equipment.",One John Deere Place,,Moline,Illinois,61265,,,5/15/2013 14:12,5/15/2013 14:12,EECS
215,276,2013,JTEKT North America,http://www.jtekt.co.jp/e/,Mike Banister,mike.banister@jtekt.com,864-770-2102,47771 Halyard Drive,,Plymouth,Michigan,48170,Kristen Kozan - kristen.kozan@jtekt.com,Yes,Automotive & Transport Equipment,AUTO:EE:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,Bachelors:,Midwest:Southeast:,,3,4,Tuesday September 24,No,"JTEKT Corporation (""JTEKT"", www.jtekt.co.jp/e) is a leading Japanese manufacturer of steering systems (JTEKT Automotive), driveline components (JTEKT Automotive and Torsen), bearings (Koyo) and machine tools (Toyoda Machinery). JTEKT has 40,000 employees, with operations in 70 locations worldwide, encompassing Asia/Oceania, North America and Europe.",7 Research Drive,,Greenville,South Carolina,29607,,,6/26/2013 9:17,6/26/2013 9:17,EECS
58,104,2013,Jump Trading,www.jumptrading.com,Jessica Friedland,jfriedland@jumptrading.com,312-205-8208,600 W Chicago Ste 825,,Chicago,Illinois,60654,,Yes,Banking,CE:CS:EE:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,,1,2,Monday September 23,No,"Our firm grew out of the knowledge and experience of its founders to become a globally-positioned financial technology firm that remains on the cutting edge of algorithmic trading. We are a privately funded company and do not rely on outside investors or private equity. With offices in Chicago, London and Singapore, we trade across all major asset classes in the Americas, Europe and Asia.",600 W Chicago,Ste 825,Chicago,Illinois,60654,,,5/1/2013 11:45,5/1/2013 11:45,EECS
279,320,2013,KapStone Paper & Packaging Corporation,www.kapstonepaper.com,Ryan Parvey,rpparvey@longfibre.com,360-575-5143,300 Fibre Way,,Longview,Washington,98632,"Kim Wetter
kjwetter@longfibre.com",No,Manufacturing,CHEME:EE:ENV:IOE:MFE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Northeast:Northwest:Midwest:Southeast:,,1,2,Tuesday September 24,Yes,"KapStone Paper and Packaging Corporation is pleased to announce it has completed the acquisition of Longview Fibre Paper and Packaging, Inc.  Strategically located in Longview, Wash., close to several export ports and with ready access to Interstate 5, two rail lines and barge traffic on site, KapStone's Longview mill is a major producer of kraft paper packaging and is one of the highest-capacity and most diverse paper mills in North America.",,,,none,,,,7/26/2013 9:15,7/26/2013 9:15,EECS
210,263,2013,"Karem Aircraft, Inc.",www.karemaircraft.com,Lillian Sheresh,lilly@karemaircraft.com,949-859-4444,1 Capital Drive,,Lake Forest,California,92630,"Mathew Garcia
mat@karemaircraft.com",No,Aerospace,AERO:CS:EE:EP:MFE:EE Systems:,Full-time:,PhD:Masters:Bachelors:,West Coast:,,3,2,Monday September 23,No,"Karem Aircraft is an aerospace company specializing in development of advanced fixed and rotary wing aircraft. Karem Aircraft is actively developing its Optimum Speed Tilt-Rotor (OSTR) and other technologies for transport applications. Led by renowned inventor and aircraft developer Abe Karem, our rapid development team embodies the fast paced design style perfected by early aerospace. Join us to drive the next generation of aerospace.",,,,none,,,,6/25/2013 10:07,8/14/2013 15:22,EECS
226,285,2013,Keithley Instruments,www.keithley.com,Michelle Ferguson,Michelle.Ferguson@keithley.com,440-498-2801,28775 Aurora Road,,Cleveland,Ohio,44139,"Larry Shetler
Larry.Shetler@keithley.com
Kyle Rakes
Kyle.Rakes@keithley.com",Yes,Electronics,CS:EE:,Co-Op:,Masters:Bachelors:,Midwest:,http://www.keithley.com/company/currentopenings,1,2,Tuesday September 24,No,"Keithley Instruments, Inc. designs, develops, manufactures and markets complex electronic instruments and systems geared to the specialized needs of electronics manufacturers for high-performance production testing, process monitoring, product development and research. The Company has approximately 500 products used to source, measure, connect, control or communicate direct current (DC) or pulsed electrical signals. Product offerings include inte",,,,none,,,,7/2/2013 9:37,7/2/2013 9:37,EECS
290,354,2013,Kellogg Company,www.kelloggcareers.com,Mitchell Avant,mitchell.avant@kellogg.com,269-961-9504,One Kellogg Square,,Battle Creek,Michigan,49017,,Yes,Consumer Products,ME:EE Systems:,Full-time:Summer Internship:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,www.kelloggcareers.com,1,5,Tuesday September 24,No,"At Kellogg Company (NYSE: K), we are driven to enrich and delight the world through foods and brands that matter. With 2012 sales of $14.2 billion, Kellogg is the world’s leading cereal company; second largest producer of cookies, crackers and savory snacks; and a leading North American frozen foods company.Because we believe in the power of breakfast, we focus our philanthropic efforts global hunger relief through our Breakfasts for Better Days",One Kellogg Square,,Battle Creek,Michigan,49017,,,7/31/2013 7:21,7/31/2013 7:38,EECS
261,305,2013,KLA-Tencor,http://www.kla-tencor.com,Meagan Harn,meagan.harn@kla-tencor.com,408-875-0608,1 Technology Drive,,Milpitas,California,95035,,Yes,Manufacturing,CHEME:CE:CS:EE:EP:FE:IOE:MFE:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,www.kla-tencor.com/careers,1,5,Tuesday September 24,Yes,"Ranked among the world's top ten semiconductor equipment manufacturers, KLA-Tencor offers a broad spectrum of products and services that are used by every major semiconductor manufacturer in the world, including Intel, Samsung, AMD, Texas Instruments, and Sony. Leading-edge products, coupled with the company's unique YIELD management consulting practice, allows KLA-Tencor to deliver the complete yield management solutions customers need to accele",1 Technology Drive,,Milpitas,California,95035,,,7/18/2013 14:47,7/18/2013 14:47,EECS
91,143,2013,Kongsberg Automotive,www.kongsbergautomotive.com,Jeremy Delozier,jeremy.delozier@ka-group.com,248-468-1291,27275 Haggerty Road Suite 610,,Novi,Michigan,48377,,Yes,Automotive & Transport Equipment,AUTO:EE:MFE:ME:,Full-time:,Masters:Bachelors:,Midwest:,,2,4,Monday September 23,No,,,,,none,,,,5/3/2013 13:35,5/3/2013 13:35,EECS
21,67,2013,L'Oreal USA,www.lorealusa.com,Amrita Desai,adesai@us.loreal.com,732-499-2523,175 L'Oreal Way,,Clark,New Jersey,7066,"Jessica Simoes jsimoes@us.loreal.com
Mike Foster    mfoster@us.loreal.com
Brooke Silverstein  bsilverstein@us.loreal.com",Yes,Consumer Products,CHEME:IOE:MFE:ME:,Full-time:Summer Internship:,Masters:Bachelors:,Northeast:Midwest:,www.lorealusa.com,2,7,Monday September 23,Yes,"L'Oréal USA, based in New York, NY, is a subsidiary of L'Oréal, headquartered in Paris, France. L'Oréal develops and manufactures haircare, haircolor, skincare, color cosmetics and fragrances for the consumer and professional markets.

Established in 1909 by visionary scientist, Eugene Schueller, L'Oréal is committed to: progressive research and development, state-of-the-art manufacturing, quality products, and making beauty accessible to all.",175 L'Oreal Way,,Clark,New Jersey,7066,,,5/1/2013 7:43,5/1/2013 7:43,EECS
274,343,2013,LHP,www.lhpsoftware.com,Kerrie Lekens,kerrie.lekens@lhpsoftware.com,812-373-0880,1888 Poshard Drive,,Columbus,Indiana,47201,,No,Computer Software,CE:EE:MFE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Midwest:,,1,2,Tuesday September 24,No,"Headquartered in Columbus, Indiana, LHP Software provides engineering services in a wide variety of applications from embedded controls and PC based applications to Web and Data source solutions. We are recruiting talented embedded controls, software engineers and mechanical engineers to serve the needs of our clients in the automotive, hybrid electric vehicle, healthcare, consumer goods, defense, and clean energy markets.",,,,none,,,,7/25/2013 7:35,7/25/2013 7:35,EECS
294,359,2013,Liberty Mutual Insurance,www.libertymutalgroup.com,Tiffany Taylor,tiffany.taylor@libertymutual.com,888-234-8364,157 Berkley Street,,Boston,Massachusetts,2116,,No,Insurance,CHEME:CIVIL:EP:ENV:IOE:MFE:,Full-time:,Masters:Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,https://lmig.taleo.net/careersection/jobdetail.ftl?job=528946&lang=en&sns_id=mailto,2,4,Tuesday September 24,Yes,"“Helping people live safer, more secure lives” since 1912, Boston-based Liberty Mutual Group is a diversified global insurer and third largest property and casualty insurer in the U.S. The Group also ranks 81st on the Fortune 100 list of largest corporations in the U.S. and offers a wide range of insurance products and services. Liberty Mutual Group employs over 45,000 people in more than 900 offices throughout the world.",Liberty Mutual Insurance/Attn Tiffany Taylor,27201 Bella Vista Pkwy,Warrenville,Illinois,60555,,,8/1/2013 8:51,8/1/2013 8:51,EECS
113,163,2013,"LLamasoft, Inc.",www.llamasoft.com,Carrie Eschelbach,carrie@llamasoft.com,734-418-3119,201 S. Main St,Suite 400,Ann Arbor,Michigan,48104,,,Computer Software,CS:IOE:,Full-time:,Masters:Bachelors:,Midwest:,,1,5,Monday September 23,No,"LLamasoft provides software and expertise to help companies design and improve their supply chain operations.  We enable companies to model, optimize and simulate their supply chain operations, leading to major improvements in cost, service, sustainability, and risk mitigation. Supply Chain Guru®, LLamasoft’s flagship product, is the leading supply chain design and predictive analytics application available in the market today.",,,,none,,,,5/9/2013 9:55,5/9/2013 9:55,EECS
186,237,2013,Lutron Electronics Co. Inc.,www.lutron.com,Jamie Bond,jbond@lutron.com,484-499-1894,7200 Suter Road,,Coopersburg,Pennsylvania,18031,Joseph Parent jparent@lutron.com,Yes,Electronics,CE:CS:EE:EP:IOE:MFE:ME:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,Northeast:Southeast:,,1,4,Tuesday September 24,No,"Lutron Electronics designs and manufactures energy-saving light controls and automated window treatments for residential and commercial applications. Its innovative, intuitive products can be used to control everything from a single light, to every light, shade and even stand-by power in a home or commercial building.  Lutron estimates that the installed base of its products saves the nation nearly 10 billion kWh of electricity.",7200 Suter Road,,Coopersburg,Pennsylvania,18031,,,6/12/2013 13:54,6/12/2013 13:56,EECS
284,352,2013,Magna Norplas Industries,www.magna.con,Linda Jiron,linda.jiron@magna.com,419-724-6966,7825 Caple Blvd,,Northwood,Ohio,43619,,No,Automotive & Transport Equipment,AUTO:CHEME:EE:MFE:ME:,Full-time:Summer Internship:Co-Op:,Bachelors:,Northwest:,Students interested in positions with our company should send their resume to linda.jiron@magna.com,1,2,Tuesday September 24,No,"Norplas Industries is a supplier of Plastic Injection Molded Bumpers to the Automotive Industry. Founded in 1998, Norplas is a division of Magna International. Our Northwood Facility has recently undergone a 35,000 square foot addition and added over 300 jobs and we are looking to add a few more skilled individuals to our great team.",,,,none,,,,7/29/2013 12:18,7/29/2013 12:18,EECS
160,211,2013,Magna Powertrain,magnapowertrain.com,Heather,heather.beach@magnapowertrain.com,(248) 202-89,1870 Technology Drive,,Troy,Michigan,48083,,Yes,Automotive & Transport Equipment,AERO:AUTO:BME:CE:CS:EE:EP:IOE:MFE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Midwest:,www.careers.magnapowertrain.com,1,2,Tuesday September 24,No,"Magna Powertrain is a premier supplier for the global automotive industry with full capabilities in powertrain design, development, testing and manufacturing. Offering complete system integration sets us apart from our competitors. An operating group of Magna International, Magna Powertrain is headquartered in Troy, Michigan with 50+ locations globally.",1870 Technology Drive,,Troy,Michigan,48083,,,5/29/2013 6:44,5/29/2013 6:44,EECS
214,275,2013,"MAHLE Industries, Inc.",www.us.mahle.com,Elaine Mills,elaine.mills@us.mahle.com,248-596-3168,23030 MAHLE Drive,,"Farmington Hills,",Michigan,48335,,No,Automotive & Transport Equipment,ME:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,,2,4,Tuesday September 24,No,"The MAHLE Group is one of the top 30 automotive suppliers and the globally leading manufacturer of components and systems for the internal combustion engine and its peripherals. Approximately 48,000 employees work at over 100 production plants and 7 research and development centers. In 2012, MAHLE achieved sales of nearly EUR 6.2 billion (USD 7.9 billion",,,,none,,,,6/26/2013 8:29,6/26/2013 8:29,EECS
178,230,2013,Manhattan Associates,www.manh.com,Jane McRae,jmcrae@manh.com,678 597 7723,2300 Windy Ridge Parkway,10th floor,Atlanta,Georgia,30339,"Beth Massengill, 678 597 7477",Yes,Consulting,CE:EE:IOE:ME:EE Systems:,Full-time:,Bachelors:,Southeast:,www.manh.com/careers,2,3,Tuesday September 24,No,"Manhattan Associates continues to deliver on its 23-year heritage of providing global supply chain excellence to more than 1,200 customers worldwide that consider supply chain optimization core to their strategic market leadership. For more information, please visit www.manh.com.",2300 Windy Ridge Parkway,10th floor,Atlana,Georgia,30339,,,6/6/2013 8:49,6/6/2013 8:49,EECS
126,174,2013,Marathon Petroleum Company LP,www.marathonpetroleum.com,Dawn Moe,TalentAcquisition@marathonpetroleum.com,877-282-3801,539 South Main Street,,Findlay,Ohio,45840,,Yes,Transportation,CHEME:CIVIL:CE:CS:EE:EP:ENV:IOE:ME:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Midwest:,www.marathonpetroleum.com/careers,3,4,Monday September 23,Yes,"Marathon Petroleum Corporation 
•Nation's fourth largest transportation fuels refiner and largest in the Midwest
•1.69 million barrels-per-calendar-day capacity
•Seven-plant refinery system
•Petroleum products marketer in the Midwest, Gulf Coast and Southeast
•Marketing network of more than 6,100 Marathon locations and approximately 1,460 Speedway
•Owns/operates 86 light product and asphalt terminals
•Owns, operates, leases or",,,,none,,,,5/14/2013 7:40,5/14/2013 7:40,EECS
155,207,2013,Marvell Semiconductor,www.marvell.com,Betty Wang,bettyw@marvell.com,408-222-1979,5488 Marvell Lane,,Santa Clara,California,95054,,Yes,Computer Hardware,CE:CS:EE:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:,,1,5,Tuesday September 24,Yes,"A leading fabless semiconductor company, Marvell ships over one billion chips a year. Marvell’s expertise in microprocessor architecture and digital signal processing, drives multiple platforms including high volume storage solutions, mobile and wireless, networking, consumer, and green products. World-class engineering and mixed-signal design expertise helps Marvell deliver critical building blocks to its customers",,,,none,,,,5/24/2013 11:49,5/24/2013 11:49,EECS
98,148,2013,MathWorks,www.mathworks.com,Kerri Ewald,kerri.ewald@mathworks.com,508-647-7444,3 Apple Hill Drive,,Natick,Massachusetts,2062,,,Computer Software,AERO:BME:CE:CS:EE:ME:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Northeast:,,1,5,Monday September 23,Yes,"MathWorks is the leading developer of mathematical computing software. Engineers and scientists worldwide rely on its products to accelerate the pace of discovery, innovation, and development. 
MATLAB®, the language of technical computing, is a programming environment for algorithm development, data analysis, visualization, and numeric computation.",3 Apple Hill Drive,,Natick,Massachusetts,2062,,,5/6/2013 14:01,5/6/2013 14:01,EECS
205,255,2013,McDonnell Boehnen Hulbert & Berghoff LLP,www.mbhb.com,Dalene Bryl,bryl@mbhb.com,312-913-0001,300 S. Wacker Drive,Ste. 3100,Chicago,Illinois,60606,"Kimberly Yagelski, yagelski@mbhb.com",Yes,Legal Services,BME:CHEME:CE:CS:EE:EP:ME:,Full-time:,PhD:Masters:Bachelors:,Midwest:,,1,2,Monday September 23,No,"McDonnell Boehnen Hulbert & Berghoff LLP is a progressive intellectual property law firm focusing on the needs of technology-driven companies.  Our clients range from Fortune 100 companies to entrepreneurial start-ups, in nearly every field, including biotechnology, business methods, chemical, computing, electrical, mechanical and materials, pharmaceuticals and diagnostics, and telecommunications.",,,,none,,,,6/20/2013 9:56,6/20/2013 9:56,EECS
182,235,2013,"Metal Technologies, Inc",www.metal-technologies.com,Brian Rothgeb,brothgeb@metal-technologies.com,260-572-2162,1401 S. Grandstaff Dr.,,Auburn,Indiana,46706,,No,Manufacturing,AUTO:IOE:MFE:ME:,Co-Op:,Bachelors:,Midwest:,,2,2,Monday September 23,No,"Metal Technologies, Inc. is a global metal casting company that offers high quality parts and value-added processes for a variety of industries. Our multi-metal expertise, multi-facility resources, and multi-value added services ensure total customer satisfaction.

With annual sales exceeding $300 million USD, Capacity of 257,000 Tons, 3 Locations, and 10 Disamatic® Molding Lines, Metal Technologies is well positioned to support our customers.",,,,none,,,,6/10/2013 13:23,6/10/2013 13:23,EECS
179,231,2013,Michelin,www.michelincareers.com/us.eng,Nikki Sisk,nikki.sisk@us.michelin.com,864-458-5435,PO Box  19001,,Greenville,South Carolina,29615,lindy.alfaro@tirecenters.com,Yes,Manufacturing,CHEME:EE:IOE:MFE:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,Bachelors:,Northwest:Midwest:Southeast:,www.michelincareers.com/us/eng,2,4,Monday September 23,Yes,"From its beginnings in 1889 as a small rubber factory in Clermont, France, Michelin has grown into the largest tire company in the world, with 70 plants on four continents, more than 130,000 employees and the reputation for producing top quality tires.  Micheln, as an international group of corporations, is dedicated to the most advanced disciplines of science and research, manufacturing and marketing..... entirely focused on one product...tires.",,,,none,,,,6/6/2013 14:05,6/6/2013 14:05,EECS
149,122,2013,Microsoft,www.microsoft.com/university,Katie Contos,katcon@microsoft.com,425-706-4050,One Microsoft Way,,Seattle,Washington,98052,,Yes,Computer Software,CE:CS:EE:ME:EE Systems:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:,www.microsoft.com/university,1,6,Monday September 23,Yes,"No matter what your passion is, you’ll find it here.  Imagine the opportunities you’ll have in a company with 90,000 employees in more than 100 countries, working on hundreds of products—spanning games, phones, developer tools, business solutions and operating systems.  So why not explore what we do, where we do it, and what life is really like at Microso",,,,none,,,none,5/22/2013 16:26,5/22/2013 16:26,EECS
213,272,2013,MicroStrategy,www.microstrategy.com,Vanessa Fountaine,universityrecruiting@microstrategy.com,703-848-8600,1850 Towers Crescent Plaza,,Tysons Corner,Virginia,22182,,No,Computer Software,CHEME:CE:CS:EE:EP:IOE:ME:EE Systems:,Full-time:,PhD:Masters:Bachelors:,Northeast:Southeast:,,1,3,Tuesday September 24,No,"A global leader in business intelligence technology, MicroStrategy provides integrated reporting, analysis, and monitoring software that enables companies to analyze the data stored across their enterprise to make better business decisions. MicroStrategy’s business intelligence platform delivers actionable information to business users via e-mail, web, and mobile devices, including the iPhone, iPad, and BlackBerry.",,,,none,,,,6/25/2013 13:07,6/25/2013 13:07,EECS
127,177,2013,Minnetronix,www.minnetronix.com,Diane Richard,drichard@minnetronix.com,651-251-9435,1635 Energy Park Drive,,St. Paul,Minnesota,55108,Beth Bangtson,Yes,Healthcare Products & Services,BME:CE:CS:EE:EP:IOE:MFE:ME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,See our career Page at http://www.minnetronix.com/careers/,2,4,Monday September 23,Yes,"Minnetronix provides award-winning product design, development, manufacturing, and IP innovation services to the medical device and life science marketplaces. Minnetronix successfully incorporates custom electronic, mechanical and software engineering into finished Class II & III devices and systems such as cardiovascular and monitoring systems, therapeutic and implantable devices, and diagnostic instruments. ISO 13485 and FDA registered.",,,,none,,,,5/14/2013 11:52,5/14/2013 11:52,EECS
209,267,2013,MIT Lincoln Laboratory,www.ll.mit.edu,Kristi Wakeham,kwood@ll.mit.edu,781-981-2465,244 Wood Street,,Lexington,Massachusetts,2420,,Yes,Research & Development,AERO:CE:CS:EE:EP:MSE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Northeast:,"All available positions are listed on our website at:
https://www.ll.apply2jobs.com/ProfExt/index.cfm?fuseaction=mExternal.showSearchInterface",3,2,Tuesday September 24,No,"At MIT Lincoln Laboratory, diverse teams of technical experts develop innovative solutions with real impact on U.S. national security. If you are an agile thinker, excited by the freedom to develop novel ideas and the opportunity to take concepts to the prototype stage, Lincoln Laboratory offers abundant opportunities and resources.",,,,none,,Yes,,6/24/2013 11:15,6/24/2013 11:15,EECS
303,372,2013,Morningstar,corporate.morningstar.com,Jane Kapka,jane.kapka@morningstar.com,312-384-3817,22 W Washington,,Chicago,Illinois,60602,,Yes,Finance,CS:,Full-time:,Bachelors:,Midwest:,mdp.morningstar.com,1,5,Tuesday September 24,Yes,"Morningstar, Inc. is a leading provider of independent investment research in North America, Europe, Australia, and Asia. The company offers an extensive line of products and services for individuals, financial advisors, and institutions.",225 N Columbus Dr Apt 2505,,Chicago,Illinois,60601,,,8/5/2013 9:41,8/5/2013 9:41,EECS
185,238,2013,"MULLER-BBM VIBROACOUSTIC SYSTEMS, INC.",PAKBYMBBM.COM,JILL GREGORY,jgregory@muellerbbm-vas.com,734-327-4147,3891 RANCHERO DRIVE,SUITE 30,ANN ARBOR,Michigan,48108,,Yes,Research & Development,AERO:AUTO:ME:,Full-time:,Masters:,Midwest:,,3,2,Monday September 23,No,"Müller-BBM VibroAcoustic Systems, creator of the innovative PAK measurement system, partners with our clients to create customized engineering solutions to test and analyze critical information needed during the entire development process to ensure flawless design for product launch. With precision and longevity in mind, Müller-BBM partners with their clients for all their data acquisition and data analysis needs.",3891 Ranchero Drive,Suite 30,Ann Arbor,Michigan,48108,,,6/11/2013 11:26,6/11/2013 11:26,EECS
128,173,2013,MyBuys,www.mybuys.com,Gary Giesow,ggiesow@mybuys.com,734-922-7072,101 N Main St  6th Floor,,Ann Arbor,Michigan,48104,"Brenda Jones
Bill Mulder",Yes,Computer Software,CS:IOE:IP:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,careers@mybuys.com,2,5,Monday September 23,Yes,"MyBuys enables over 400 online retailers to deliver personalized product recommendations and offers at the right place and time based on each shopper’s evolving product affinities and buying preferences. Recently named the #16 fastest growing marketing and advertising company by Inc. magazine, MyBuys is rapidly expanding to meet market demand for its 1:1 online marketing solutions.",,,,none,,,,5/14/2013 12:06,5/14/2013 12:06,EECS
47,90,2013,National Instruments,www.ni.com,Rick Gauthier,rickey.gauthier@ni.com,512-683-0100,11500 N Mopac Expy,,Austin,Texas,78759,,Yes,Computer Hardware,BME:CE:CS:EE:,Full-time:Summer Internship:,Masters:Bachelors:,Southeast:,,1,8,Tuesday September 24,No,"National Instruments, a technology pioneer and industry leader in virtual instrumentation for 35 years, delivers LabVIEW graphical software and open, modular instrumentation hardware for design, simulation, control, test, and manufacturing. Engineers and scientists in hundreds of industries use flexible, high-performance NI products to create reliable user-defined systems throughout the product design cycle to reduce time to market.",,,,none,,,,5/1/2013 10:02,7/22/2013 9:13,EECS
57,107,2013,National Security Agency,www.nsa.gov/careers,Peg Parsons,maparso@nsa.gov,410-854-5901,"MB1, Suite 6779",,Ft. Meade,Maryland,20755,"Patti Born, pmborn@nsa.gov",Yes,Government,CE:CS:EE:ME:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,Northeast:,www.nsa.gov/careers,3,2,Tuesday September 24,Yes,The NSA/CSS core missions are to protect U.S. national security systems and to produce foreign signals intelligence information.,,,,none,,,,5/1/2013 11:42,5/1/2013 11:42,EECS
280,348,2013,NAVSEA,http://www.navsea.navy.mil/,Ngoc Lund,ngoc.lund@navy.mil,571-969-2524,1333 Isaac Hull Ave SE,,Washington,DC,20376,,Yes,Government,AERO:CHEME:CIVIL:CE:CS:EE:EP:ENV:FE:IOE:MFE:MSE:ME:NAME:NERS:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,navsea.usajobs.gov,3,6,Tuesday September 24,No,"Comprised of more than 60,000 civilian and military personnel in 33 global activities, professionals at NAVSEA have challenging and rewarding careers working with teammates who are recognized leaders in their fields. We are guided by our mission to engineer, build, buy and maintain ships, submarines and combat systems on time and on cost for the United States Navy.",,,,none,,,Platinum,7/29/2013 7:38,7/29/2013 7:38,EECS
176,175,2013,Navy Recruiting District Michigan,Navy.com,Lucy Eisenhardt,lucy.eisenhardt.ctr@navy.mil,313-259-1004,1155 Brewery Park BLvd,Suite 320,Detroit,Michigan,48207,"LT. Martinez, NC1 Chavez.",Yes,Government,AERO:AOSS:AUTO:BME:CHEME:CIVIL:CE:CS:EE:EP:ENV:FE:IOE:MFE:MSE:ME:NAME:NERS:EE Systems:PHARM:,Full-time:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,2,Monday September 23,Yes,"Navy Officer Programs, Navy Officer Scholarship Programs.",1155 Brewery Park Blvd,Suite 320,Detroit,Michigan,48207,Yes,,6/5/2013 13:35,6/5/2013 13:35,EECS
